item_id,property,value
red-winged-blackbird,WAP15 ID,"ncwap15-spp-red-winged-blackbird"
red-winged-blackbird,NC Present,"NC"
red-winged-blackbird,Present Breeding,"1"
red-winged-blackbird,Present Wintering,"1"
red-winged-blackbird,WAP Evaluated,"1"
roseate-tern,AOS4 Code,"ROST"
roseate-tern,AOS59 Code,"613"
roseate-tern,AOS6 Code,"STEDOU"
roseate-tern,AOS60 Code,"500"
roseate-tern,Avibase Code,"74236837A4AFD042"
roseate-tern,Common Name,"Roseate Tern"
roseate-tern,eBird Code,"roster"
roseate-tern,Family,"Laridae"
roseate-tern,Federal Status,"endangered"
roseate-tern,Genus,"Sterna"
roseate-tern,Order,"Charadriiformes"
roseate-tern,Plan,"Piping Plover 5 Year Review 2020"
roseate-tern,Scientific Name,"Sterna dougallii"
roseate-tern,Species Taxonomy,"dougallii"
roseate-tern,State Status,"endangered"
roseate-tern,WAP15 ID,"ncwap15-spp-roseate-tern"
roseate-tern,Audubon Priority,"1"
roseate-tern,NC Present,"NC"
roseate-tern,Present Breeding,"1"
roseate-tern,Present Wintering,"1"
royal-tern,AOS4 Code,"ROYT"
royal-tern,AOS59 Code,"617"
royal-tern,AOS6 Code,"THAMAX"
royal-tern,AOS60 Code,"504"
royal-tern,Avibase Code,"68EDCC23F8128FA8"
royal-tern,Common Name,"Royal Tern"
royal-tern,eBird Code,"royter1"
royal-tern,Family,"Laridae"
royal-tern,Genus,"Thalasseus"
royal-tern,Order,"Charadriiformes"
royal-tern,PIF Pop Est,"35206"
royal-tern,Plan,"Status Review And Conservation Recommendations For The Gull-Billed Tern In North America 2010"
royal-tern,Scientific Name,"Thalasseus maximus"
royal-tern,Species Taxonomy,"maximus"
royal-tern,WAP15 ID,"ncwap15-spp-royal-tern"
royal-tern,NC Present,"NC"
royal-tern,SGCN,"1"
royal-tern,WAP Management Concern,"1"
royal-tern,Present Breeding,"1"
royal-tern,Present Wintering,"1"
royal-tern,WAP Evaluated,"1"
ruby-crowned-kinglet,AOS4 Code,"RCKI"
ruby-crowned-kinglet,AOS59 Code,"1518"
ruby-crowned-kinglet,AOS6 Code,"REGCAL"
ruby-crowned-kinglet,AOS60 Code,"1403"
ruby-crowned-kinglet,Avibase Code,"B60B1166CE5DDFA7"
ruby-crowned-kinglet,Common Name,"Ruby-crowned Kinglet"
ruby-crowned-kinglet,eBird Code,"ruckin"
ruby-crowned-kinglet,Family,"Regulidae"
ruby-crowned-kinglet,Genus,"Regulus"
ruby-crowned-kinglet,Order,"Passeriformes"
ruby-crowned-kinglet,PIF Pop Est,"99900936"
ruby-crowned-kinglet,Scientific Name,"Regulus calendula"
ruby-crowned-kinglet,Species Taxonomy,"calendula"
ruby-crowned-kinglet,WAP15 ID,"ncwap15-spp-ruby-crowned-kinglet"
ruby-crowned-kinglet,NC Present,"NC"
ruby-crowned-kinglet,Present Wintering,"1"
ruby-crowned-kinglet,WAP Evaluated,"1"
ruby-throated-hummingbird,AOS4 Code,"RTHU"
ruby-throated-hummingbird,AOS59 Code,"332"
ruby-throated-hummingbird,AOS6 Code,"ARCCOL"
ruby-throated-hummingbird,AOS60 Code,"864"
ruby-throated-hummingbird,Avibase Code,"DEC3D8D0C74C598B"
ruby-throated-hummingbird,Common Name,"Ruby-throated Hummingbird"
ruby-throated-hummingbird,eBird Code,"rthhum"
ruby-throated-hummingbird,Family,"Trochilidae"
ruby-throated-hummingbird,Genus,"Archilochus"
ruby-throated-hummingbird,Order,"Apodiformes"
ruby-throated-hummingbird,PIF Pop Est,"35777111"
ruby-throated-hummingbird,Scientific Name,"Archilochus colubris"
ruby-throated-hummingbird,Species Taxonomy,"colubris"
ruby-throated-hummingbird,WAP15 ID,"ncwap15-spp-ruby-throated-hummingbird"
ruby-throated-hummingbird,NC Present,"NC"
ruby-throated-hummingbird,WAP Management Concern,"1"
ruby-throated-hummingbird,Present Breeding,"1"
ruby-throated-hummingbird,Present Wintering,"1"
ruby-throated-hummingbird,WAP Evaluated,"1"
ruddy-duck,AOS4 Code,"RUDU"
ruddy-duck,AOS59 Code,"80"
ruddy-duck,AOS6 Code,"OXYJAM"
ruddy-duck,AOS60 Code,"75"
ruddy-duck,Avibase Code,"CD7DC84B28AE24C8"
ruddy-duck,Common Name,"Ruddy Duck"
ruddy-duck,eBird Code,"rudduc"
ruddy-duck,Family,"Anatidae"
ruddy-duck,Genus,"Oxyura"
ruddy-duck,Order,"Anseriformes"
ruddy-duck,PIF Pop Est,"1334697"
ruddy-duck,Scientific Name,"Oxyura jamaicensis"
ruddy-duck,Species Taxonomy,"jamaicensis"
ruddy-duck,WAP15 ID,"ncwap15-spp-ruddy-duck"
ruddy-duck,NC Present,"NC"
ruddy-duck,WAP Management Concern,"1"
ruddy-duck,Present Wintering,"1"
ruddy-duck,WAP Evaluated,"1"
rufous-hummingbird,AOS4 Code,"RUHU"
rufous-hummingbird,AOS59 Code,"341"
rufous-hummingbird,AOS6 Code,"SELRUF"
rufous-hummingbird,AOS60 Code,"874"
rufous-hummingbird,Avibase Code,"1E1B6D193325DFB6"
rufous-hummingbird,Common Name,"Rufous Hummingbird"
rufous-hummingbird,eBird Code,"rufhum"
rufous-hummingbird,Family,"Trochilidae"
rufous-hummingbird,Genus,"Selasphorus"
rufous-hummingbird,Order,"Apodiformes"
rufous-hummingbird,PIF Half Life,"34"
rufous-hummingbird,PIF Pop Est,"21694644"
rufous-hummingbird,Scientific Name,"Selasphorus rufus"
rufous-hummingbird,Species Taxonomy,"rufus"
rufous-hummingbird,WAP15 ID,"ncwap15-spp-rufous-hummingbird"
rufous-hummingbird,NC Present,"NC"
rufous-hummingbird,Present Wintering,"1"
rufous-hummingbird,WAP Evaluated,"1"
sanderling,AOS4 Code,"SAND"
sanderling,AOS59 Code,"496"
sanderling,AOS6 Code,"CALALB"
sanderling,AOS60 Code,"428"
sanderling,Audubon Conservation Plan,"1"
sanderling,Avibase Code,"06B9BD243A756B28"
sanderling,Common Name,"Sanderling"
sanderling,eBird Code,"sander"
sanderling,Family,"Scolopacidae"
sanderling,Genus,"Calidris"
sanderling,Order,"Charadriiformes"
sanderling,PIF Pop Est,"300000"
sanderling,Plan,"Red Knot Conservation Plan For The Western Hemisphere 2010"
sanderling,Scientific Name,"Calidris alba"
sanderling,Species Taxonomy,"alba"
sanderling,WAP15 ID,"ncwap15-spp-sanderling"
sanderling,Audubon Priority,"1"
sanderling,NC Present,"NC"
sanderling,SGCN,"1"
sanderling,Present Wintering,"1"
sanderling,WAP Evaluated,"1"
seaside-sparrow,AOS4 Code,"SESP"
seaside-sparrow,AOS59 Code,"1847"
seaside-sparrow,AOS6 Code,"AMMMAR"
seaside-sparrow,AOS60 Code,"13291"
seaside-sparrow,Audubon Conservation Plan,"1"
seaside-sparrow,Avibase Code,"0F81304F8BBF1EC5"
seaside-sparrow,Common Name,"Seaside Sparrow"
seaside-sparrow,eBird Code,"seaspa"
seaside-sparrow,Family,"Passerellidae"
seaside-sparrow,Genus,"Ammospiza"
seaside-sparrow,Order,"Passeriformes"
seaside-sparrow,PIF Pop Est,"196782"
seaside-sparrow,Scientific Name,"Ammospiza maritima"
seaside-sparrow,Species Taxonomy,"maritima"
seaside-sparrow,WAP15 ID,"ncwap15-spp-seaside-sparrow"
seaside-sparrow,Audubon Priority,"1"
seaside-sparrow,NC Present,"NC"
seaside-sparrow,SGCN,"1"
seaside-sparrow,WAP Knowledge Concern,"1"
seaside-sparrow,Present Breeding,"1"
seaside-sparrow,Present Wintering,"1"
seaside-sparrow,WAP Evaluated,"1"
sedge-wren,AOS4 Code,"SEWR"
sedge-wren,AOS59 Code,"1469"
sedge-wren,AOS6 Code,"CISPLA"
sedge-wren,AOS60 Code,"1390"
sedge-wren,Avibase Code,"ACCC4E9B737755DA"
sedge-wren,Common Name,"Sedge Wren"
sedge-wren,eBird Code,"sedwre"
sedge-wren,Family,"Troglodytidae"
sedge-wren,Genus,"Cistothorus"
sedge-wren,Order,"Passeriformes"
sedge-wren,PIF Pop Est,"5017990"
sedge-wren,Plan,"Status Assessment And Conservation Plan For The Henslow's Sparrow 2012"
sedge-wren,Scientific Name,"Cistothorus platensis"
sedge-wren,Species Taxonomy,"platensis"
sedge-wren,WAP15 ID,"ncwap15-spp-sedge-wren"
sedge-wren,NC Present,"NC"
sedge-wren,WAP Knowledge Concern,"1"
sedge-wren,Present Wintering,"1"
sedge-wren,WAP Evaluated,"1"
semipalmated-plover,AOS4 Code,"SEPL"
semipalmated-plover,AOS59 Code,"460"
semipalmated-plover,AOS6 Code,"CHASEM"
semipalmated-plover,AOS60 Code,"381"
semipalmated-plover,Avibase Code,"95E28A57CB50B0D7"
semipalmated-plover,Common Name,"Semipalmated Plover"
semipalmated-plover,eBird Code,"semplo"
semipalmated-plover,Family,"Charadriidae"
semipalmated-plover,Genus,"Charadrius"
semipalmated-plover,Order,"Charadriiformes"
semipalmated-plover,PIF Pop Est,"200000"
semipalmated-plover,Scientific Name,"Charadrius semipalmatus"
semipalmated-plover,Species Taxonomy,"semipalmatus"
semipalmated-plover,WAP15 ID,"ncwap15-spp-semipalmated-plover"
semipalmated-plover,NC Present,"NC"
semipalmated-plover,WAP Knowledge Concern,"1"
semipalmated-plover,Present Wintering,"1"
semipalmated-plover,WAP Evaluated,"1"
semipalmated-sandpiper,AOS4 Code,"SESA"
semipalmated-sandpiper,AOS59 Code,"506"
semipalmated-sandpiper,AOS6 Code,"CALPUS"
semipalmated-sandpiper,AOS60 Code,"429"
semipalmated-sandpiper,Audubon Conservation Plan,"1"
semipalmated-sandpiper,Avibase Code,"F35821AAC21FFF20"
semipalmated-sandpiper,Common Name,"Semipalmated Sandpiper"
semipalmated-sandpiper,eBird Code,"semsan"
semipalmated-sandpiper,Family,"Scolopacidae"
semipalmated-sandpiper,Genus,"Calidris"
semipalmated-sandpiper,Order,"Charadriiformes"
semipalmated-sandpiper,PIF Pop Est,"2260000"
semipalmated-sandpiper,Plan,"Red Knot Conservation Plan For The Western Hemisphere 2010"
semipalmated-sandpiper,Scientific Name,"Calidris pusilla"
semipalmated-sandpiper,Species Taxonomy,"pusilla"
semipalmated-sandpiper,WAP15 ID,"ncwap15-spp-semipalmated-sandpiper"
semipalmated-sandpiper,Audubon Priority,"1"
semipalmated-sandpiper,NC Present,"NC"
semipalmated-sandpiper,SGCN,"1"
semipalmated-sandpiper,Present Wintering,"1"
semipalmated-sandpiper,WAP Evaluated,"1"
sharp-shinned-hawk,AOS4 Code,"SSHA"
sharp-shinned-hawk,AOS59 Code,"789"
sharp-shinned-hawk,AOS6 Code,"ACCSTR"
sharp-shinned-hawk,AOS60 Code,"278"
sharp-shinned-hawk,Avibase Code,"3B024163DF58A0E0"
sharp-shinned-hawk,Common Name,"Sharp-shinned Hawk"
sharp-shinned-hawk,eBird Code,"shshaw"
sharp-shinned-hawk,Family,"Accipitridae"
sharp-shinned-hawk,Genus,"Accipiter"
sharp-shinned-hawk,Order,"Accipitriformes"
sharp-shinned-hawk,PIF Pop Est,"405947"
sharp-shinned-hawk,Plan,"Conservation Action Plan For Bicknell's Thrush 2010"
sharp-shinned-hawk,Scientific Name,"Accipiter striatus"
sharp-shinned-hawk,Species Taxonomy,"striatus"
sharp-shinned-hawk,WAP15 ID,"ncwap15-spp-sharp-shinned-hawk"
sharp-shinned-hawk,NC Present,"NC"
sharp-shinned-hawk,Present Breeding,"1"
sharp-shinned-hawk,Present Wintering,"1"
sharp-shinned-hawk,WAP Evaluated,"1"
short-eared-owl,AOS4 Code,"SEOW"
short-eared-owl,AOS59 Code,"865"
short-eared-owl,AOS6 Code,"ASIFLA"
short-eared-owl,AOS60 Code,"701"
short-eared-owl,Avibase Code,"8F123A11E5DADFDD"
short-eared-owl,Common Name,"Short-eared Owl"
short-eared-owl,eBird Code,"sheowl"
short-eared-owl,Family,"Strigidae"
short-eared-owl,Genus,"Asio"
short-eared-owl,Order,"Strigiformes"
short-eared-owl,PIF Pop Est,"602353"
short-eared-owl,Plan,"Status Assessment And Conservation Plan For The Henslow's Sparrow 2012"
short-eared-owl,Scientific Name,"Asio flammeus"
short-eared-owl,Species Taxonomy,"flammeus"
short-eared-owl,WAP15 ID,"ncwap15-spp-short-eared-owl"
short-eared-owl,NC Present,"NC"
short-eared-owl,WAP Knowledge Concern,"1"
short-eared-owl,Present Wintering,"1"
short-eared-owl,WAP Evaluated,"1"
snow-goose,AOS4 Code,"SNGO"
snow-goose,AOS59 Code,"12"
snow-goose,AOS6 Code,"ANSCAE"
snow-goose,AOS60 Code,"12691"
snow-goose,Avibase Code,"D3A260BCA65503C6"
snow-goose,Common Name,"Snow Goose"
snow-goose,eBird Code,"snogoo"
snow-goose,Family,"Anatidae"
snow-goose,Genus,"Anser"
snow-goose,Order,"Anseriformes"
snow-goose,PIF Pop Est,"15305450"
snow-goose,Scientific Name,"Anser caerulescens"
snow-goose,Species Taxonomy,"caerulescens"
snow-goose,WAP15 ID,"ncwap15-spp-snow-goose"
snow-goose,NC Present,"NC"
snow-goose,SGCN,"1"
snow-goose,WAP Management Concern,"1"
snow-goose,Present Wintering,"1"
snow-goose,WAP Evaluated,"1"
solitary-sandpiper,AOS4 Code,"SOSA"
solitary-sandpiper,AOS59 Code,"521"
solitary-sandpiper,AOS6 Code,"TRISOL"
solitary-sandpiper,AOS60 Code,"399"
solitary-sandpiper,Avibase Code,"D4A73324DB24F142"
solitary-sandpiper,Common Name,"Solitary Sandpiper"
solitary-sandpiper,eBird Code,"solsan"
solitary-sandpiper,Family,"Scolopacidae"
solitary-sandpiper,Genus,"Tringa"
solitary-sandpiper,Order,"Charadriiformes"
solitary-sandpiper,PIF Pop Est,"189000"
solitary-sandpiper,Scientific Name,"Tringa solitaria"
solitary-sandpiper,Species Taxonomy,"solitaria"
solitary-sandpiper,WAP15 ID,"ncwap15-spp-solitary-sandpiper"
solitary-sandpiper,NC Present,"NC"
solitary-sandpiper,Present Wintering,"1"
solitary-sandpiper,WAP Evaluated,"1"
solitary-sandpiper,Plan,"Understanding Declines In The Rusty Blackbird - An Indicator Of Wooded Wetland Health 2005"
sora,AOS4 Code,"SORA"
sora,AOS59 Code,"419"
sora,AOS6 Code,"PORCAR"
sora,AOS60 Code,"348"
sora,Avibase Code,"2CC21529B5674AEB"
sora,Common Name,"Sora"
sora,eBird Code,"sora"
sora,Family,"Rallidae"
sora,Genus,"Porzana"
sora,Order,"Gruiformes"
sora,PIF Pop Est,"4428137"
sora,Plan,"North American Waterfowl Management Plan 2018"
sora,Scientific Name,"Porzana carolina"
sora,Species Taxonomy,"carolina"
sora,WAP15 ID,"ncwap15-spp-sora"
sora,NC Present,"NC"
sora,WAP Knowledge Concern,"1"
sora,Present Wintering,"1"
sora,WAP Evaluated,"1"
stilt-sandpiper,AOS4 Code,"STSA"
stilt-sandpiper,AOS59 Code,"490"
stilt-sandpiper,AOS6 Code,"CALHIM"
stilt-sandpiper,AOS60 Code,"444"
stilt-sandpiper,Avibase Code,"ECDE73F2E6E6E622"
stilt-sandpiper,Common Name,"Stilt Sandpiper"
stilt-sandpiper,eBird Code,"stisan"
stilt-sandpiper,Family,"Scolopacidae"
stilt-sandpiper,Genus,"Calidris"
stilt-sandpiper,Order,"Charadriiformes"
stilt-sandpiper,PIF Pop Est,"1243700"
stilt-sandpiper,Scientific Name,"Calidris himantopus"
stilt-sandpiper,Species Taxonomy,"himantopus"
stilt-sandpiper,WAP15 ID,"ncwap15-spp-stilt-sandpiper"
stilt-sandpiper,NC Present,"NC"
stilt-sandpiper,Present Wintering,"1"
stilt-sandpiper,WAP Evaluated,"1"
summer-tanager,AOS4 Code,"SUTA"
summer-tanager,AOS59 Code,"2033"
summer-tanager,AOS6 Code,"PIRRUB"
summer-tanager,AOS60 Code,"1955"
summer-tanager,Avibase Code,"891798D9EFFE1F8D"
summer-tanager,Common Name,"Summer Tanager"
summer-tanager,eBird Code,"sumtan"
summer-tanager,Family,"Cardinalidae"
summer-tanager,Genus,"Piranga"
summer-tanager,Order,"Passeriformes"
summer-tanager,PIF Pop Est,"11302422"
summer-tanager,Scientific Name,"Piranga rubra"
summer-tanager,Species Taxonomy,"rubra"
summer-tanager,WAP15 ID,"ncwap15-spp-summer-tanager"
summer-tanager,NC Present,"NC"
summer-tanager,Present Breeding,"1"
summer-tanager,WAP Evaluated,"1"
surf-scoter,AOS4 Code,"SUSC"
surf-scoter,AOS59 Code,"67"
surf-scoter,AOS6 Code,"MELPER"
surf-scoter,AOS60 Code,"63"
surf-scoter,Avibase Code,"624078BAC17F8111"
surf-scoter,Common Name,"Surf Scoter"
surf-scoter,eBird Code,"sursco"
surf-scoter,Family,"Anatidae"
surf-scoter,Genus,"Melanitta"
surf-scoter,Order,"Anseriformes"
surf-scoter,PIF Pop Est,"600000"
surf-scoter,Scientific Name,"Melanitta perspicillata"
surf-scoter,Species Taxonomy,"perspicillata"
surf-scoter,WAP15 ID,"ncwap15-spp-surf-scoter"
surf-scoter,NC Present,"NC"
surf-scoter,SGCN,"1"
surf-scoter,WAP Management Concern,"1"
surf-scoter,Present Wintering,"1"
surf-scoter,WAP Evaluated,"1"
swamp-sparrow,AOS4 Code,"SWSP"
swamp-sparrow,AOS59 Code,"1854"
swamp-sparrow,AOS6 Code,"MELGEO"
swamp-sparrow,AOS60 Code,"1724"
swamp-sparrow,Avibase Code,"4E192262D429400C"
swamp-sparrow,Common Name,"Swamp Sparrow"
swamp-sparrow,eBird Code,"swaspa"
swamp-sparrow,Family,"Passerellidae"
swamp-sparrow,Genus,"Melospiza"
swamp-sparrow,Order,"Passeriformes"
swamp-sparrow,PIF Pop Est,"23261464"
swamp-sparrow,Plan,"Status Assessment And Conservation Plan For The Henslow's Sparrow 2012"
swamp-sparrow,Scientific Name,"Melospiza georgiana"
swamp-sparrow,Species Taxonomy,"georgiana"
swamp-sparrow,WAP15 ID,"ncwap15-spp-swamp-sparrow"
swamp-sparrow,NC Present,"NC"
swamp-sparrow,Present Wintering,"1"
swamp-sparrow,WAP Evaluated,"1"
tufted-titmouse,AOS4 Code,"TUTI"
tufted-titmouse,AOS59 Code,"1445"
tufted-titmouse,AOS6 Code,"BAEBIC"
tufted-titmouse,AOS60 Code,"1343"
tufted-titmouse,Avibase Code,"B488AB7003F21AE7"
tufted-titmouse,Common Name,"Tufted Titmouse"
tufted-titmouse,eBird Code,"tuftit"
tufted-titmouse,Family,"Paridae"
tufted-titmouse,Genus,"Baeolophus"
tufted-titmouse,Order,"Passeriformes"
tufted-titmouse,PIF Pop Est,"11970837"
tufted-titmouse,Scientific Name,"Baeolophus bicolor"
tufted-titmouse,Species Taxonomy,"bicolor"
tufted-titmouse,WAP15 ID,"ncwap15-spp-tufted-titmouse"
tufted-titmouse,NC Present,"NC"
tufted-titmouse,Present Breeding,"1"
tufted-titmouse,Present Wintering,"1"
tufted-titmouse,WAP Evaluated,"1"
tundra-swan,AOS4 Code,"TUSW"
tundra-swan,AOS59 Code,"27"
tundra-swan,AOS6 Code,"CYGCOL"
tundra-swan,AOS60 Code,"26"
tundra-swan,Avibase Code,"0BCBA6B9CC19E7BA"
tundra-swan,Common Name,"Tundra Swan"
tundra-swan,eBird Code,"tunswa"
tundra-swan,Family,"Anatidae"
tundra-swan,Genus,"Cygnus"
tundra-swan,Order,"Anseriformes"
tundra-swan,PIF Pop Est,"183000"
tundra-swan,Scientific Name,"Cygnus columbianus"
tundra-swan,Species Taxonomy,"columbianus"
tundra-swan,WAP15 ID,"ncwap15-spp-tundra-swan"
tundra-swan,NC Present,"NC"
tundra-swan,SGCN,"1"
tundra-swan,WAP Management Concern,"1"
tundra-swan,Present Wintering,"1"
tundra-swan,WAP Evaluated,"1"
upland-sandpiper,AOS4 Code,"UPSA"
upland-sandpiper,AOS59 Code,"469"
upland-sandpiper,AOS6 Code,"BARLON"
upland-sandpiper,AOS60 Code,"410"
upland-sandpiper,Avibase Code,"BF1DA86E0714FD01"
upland-sandpiper,Common Name,"Upland Sandpiper"
upland-sandpiper,eBird Code,"uplsan"
upland-sandpiper,Family,"Scolopacidae"
upland-sandpiper,Genus,"Bartramia"
upland-sandpiper,Order,"Charadriiformes"
upland-sandpiper,PIF Pop Est,"750000"
upland-sandpiper,Plan,"Status Assessment And Conservation For The Grasshopper Sparrow 2015"
upland-sandpiper,Scientific Name,"Bartramia longicauda"
upland-sandpiper,Species Taxonomy,"longicauda"
upland-sandpiper,WAP15 ID,"ncwap15-spp-upland-sandpiper"
upland-sandpiper,NC Present,"NC"
upland-sandpiper,Present Wintering,"1"
upland-sandpiper,WAP Evaluated,"1"
virginia-rail,AOS4 Code,"VIRA"
virginia-rail,AOS59 Code,"413"
virginia-rail,AOS6 Code,"RALLIM"
virginia-rail,AOS60 Code,"342"
virginia-rail,Avibase Code,"4880DC5532DFCFA4"
virginia-rail,Common Name,"Virginia Rail"
virginia-rail,eBird Code,"virrai"
virginia-rail,Family,"Rallidae"
virginia-rail,Genus,"Rallus"
virginia-rail,Order,"Gruiformes"
virginia-rail,PIF Pop Est,"232547"
virginia-rail,Plan,"North American Waterbird Conservation Plan 2002"
virginia-rail,Scientific Name,"Rallus limicola"
virginia-rail,Species Taxonomy,"limicola"
virginia-rail,WAP15 ID,"ncwap15-spp-virginia-rail"
virginia-rail,NC Present,"NC"
virginia-rail,SGCN,"1"
virginia-rail,WAP Knowledge Concern,"1"
virginia-rail,Present Breeding,"1"
virginia-rail,Present Wintering,"1"
virginia-rail,WAP Evaluated,"1"
western-sandpiper,AOS4 Code,"WESA"
western-sandpiper,AOS59 Code,"507"
western-sandpiper,AOS6 Code,"CALMAU"
western-sandpiper,AOS60 Code,"430"
western-sandpiper,Audubon Conservation Plan,"1"
western-sandpiper,Avibase Code,"01060BFDFF0D9D28"
western-sandpiper,Common Name,"Western Sandpiper"
western-sandpiper,eBird Code,"wessan"
western-sandpiper,Family,"Scolopacidae"
western-sandpiper,Genus,"Calidris"
western-sandpiper,Order,"Charadriiformes"
western-sandpiper,PIF Pop Est,"3500000"
western-sandpiper,Plan,"Conservation Plan For Dunlin With Breeding Populations In North America 2008"
western-sandpiper,Scientific Name,"Calidris mauri"
western-sandpiper,Species Taxonomy,"mauri"
western-sandpiper,WAP15 ID,"ncwap15-spp-western-sandpiper"
western-sandpiper,Audubon Priority,"1"
western-sandpiper,NC Present,"NC"
western-sandpiper,Present Wintering,"1"
western-sandpiper,WAP Evaluated,"1"
eastern-whip-poor-will,AOS4 Code,"EWPW"
eastern-whip-poor-will,AOS59 Code,"242"
eastern-whip-poor-will,AOS6 Code,"ANTVOC"
eastern-whip-poor-will,AOS60 Code,"724"
eastern-whip-poor-will,Avibase Code,"1A09655B1DFED41F"
eastern-whip-poor-will,Common Name,"Eastern Whip-poor-will"
eastern-whip-poor-will,eBird Code,"whip-p1"
eastern-whip-poor-will,Family,"Caprimulgidae"
eastern-whip-poor-will,Genus,"Antrostomus"
eastern-whip-poor-will,Order,"Caprimulgiformes"
eastern-whip-poor-will,PIF Pop Est,"1829892"
eastern-whip-poor-will,Plan,"Golden-winged WarblerStatus Review And Conservation Plan 2012"
eastern-whip-poor-will,Scientific Name,"Antrostomus vociferus"
eastern-whip-poor-will,Species Taxonomy,"vociferus"
eastern-whip-poor-will,WAP15 ID,"ncwap15-spp-whip-poor-will"
eastern-whip-poor-will,NC Present,"NC"
eastern-whip-poor-will,Present Breeding,"1"
eastern-whip-poor-will,WAP Evaluated,"1"
white-breasted-nuthatch,AOS4 Code,"WBNU"
white-breasted-nuthatch,AOS59 Code,"1450"
